Neighborhood,Id,Estimate; Total:,Margin of Error; Total:,Estimate; Enrolled in school:,Margin of Error; Enrolled in school:,"Estimate; Enrolled in school: - Enrolled in nursery school, preschool","Margin of Error; Enrolled in school: - Enrolled in nursery school, preschool",Estimate; Enrolled in school: - Enrolled in kindergarten,Margin of Error; Enrolled in school: - Enrolled in kindergarten,Estimate; Enrolled in school: - Enrolled in grade 1,Margin of Error; Enrolled in school: - Enrolled in grade 1,Estimate; Enrolled in school: - Enrolled in grade 2,Margin of Error; Enrolled in school: - Enrolled in grade 2,Estimate; Enrolled in school: - Enrolled in grade 3,Margin of Error; Enrolled in school: - Enrolled in grade 3,Estimate; Enrolled in school: - Enrolled in grade 4,Margin of Error; Enrolled in school: - Enrolled in grade 4,Estimate; Enrolled in school: - Enrolled in grade 5,Margin of Error; Enrolled in school: - Enrolled in grade 5,Estimate; Enrolled in school: - Enrolled in grade 6,Margin of Error; Enrolled in school: - Enrolled in grade 6,Estimate; Enrolled in school: - Enrolled in grade 7,Margin of Error; Enrolled in school: - Enrolled in grade 7,Estimate; Enrolled in school: - Enrolled in grade 8,Margin of Error; Enrolled in school: - Enrolled in grade 8,Estimate; Enrolled in school: - Enrolled in grade 9,Margin of Error; Enrolled in school: - Enrolled in grade 9,Estimate; Enrolled in school: - Enrolled in grade 10,Margin of Error; Enrolled in school: - Enrolled in grade 10,Estimate; Enrolled in school: - Enrolled in grade 11,Margin of Error; Enrolled in school: - Enrolled in grade 11,Estimate; Enrolled in school: - Enrolled in grade 12,Margin of Error; Enrolled in school: - Enrolled in grade 12,"Estimate; Enrolled in school: - Enrolled in college, undergraduate years","Margin of Error; Enrolled in school: - Enrolled in college, undergraduate years",Estimate; Enrolled in school: - Graduate or professional school,Margin of Error; Enrolled in school: - Graduate or professional school,Estimate; Not enrolled in school,Margin of Error; Not enrolled in school
Bluff,11,195.0,79.9687438941,132.0,68.7677249878,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,116.0,63.2218316723,16.0,28.7923600978,63.0,44.1134900002
Bon Air,12,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Brighton Heights,13,77.0,70.5478560979,38.0,41.2431812547,0.0,26.4575131106,0.0,26.4575131106,9.0,27.7308492477,0.0,26.4575131106,0.0,26.4575131106,7.0,27.7308492477,11.0,30.3973683071,0.0,26.4575131106,0.0,26.4575131106,2.0,24.8193472919,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,9.0,28.7228132327,0.0,26.4575131106,39.0,50.199601592
Brookline,14,259.0,140.591607146,50.0,58.4978632088,15.0,43.4050688284,0.0,38.729833462,0.0,38.729833462,0.0,38.729833462,0.0,38.729833462,0.0,38.729833462,5.0,38.4837628097,0.0,38.729833462,0.0,38.729833462,13.0,41.9642705168,0.0,38.729833462,0.0,38.729833462,17.0,42.4264068712,0.0,38.729833462,0.0,38.729833462,0.0,38.729833462,209.0,126.059509756
California-Kirkbride,15,5,10,5,10,0,10,2,5,2,5,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,1,3,0,10,0,10,0,10
Carrick,16,229.0,103.261803199,72.0,58.7026404857,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,9.0,38.1575680566,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,6.0,36.0555127546,6.0,36.0555127546,0.0,36.0555127546,17.0,38.0263066836,34.0,53.3291665039,157.0,83.2526275862
Central Business District,17,116.0,82.8130424511,60.0,57.5239080731,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,60.0,57.5239080731,0.0,24.4948974278,56.0,62.0080639917
Central Lawrenceville,18,168.0,76.3151361133,8.0,25.3771550809,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,8.0,25.3771550809,0.0,24.4948974278,160.0,72.6291952316
Central Northside,19,198.0,161.820888639,85.0,97.1030380575,0.0,17.3205080757,0.0,17.3205080757,16.0,28.7228132327,0.0,17.3205080757,0.0,17.3205080757,16.0,28.7228132327,0.0,17.3205080757,0.0,17.3205080757,14.0,27.0,0.0,17.3205080757,0.0,17.3205080757,13.0,26.1533936612,1.0,14.2828568571,0.0,17.3205080757,5.0,16.7630546142,20.0,26.3248931622,113.0,72.2634070606
Central Oakland,20,180.0,112.578861248,103.0,64.389440128,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,95.0,64.389440128,8.0,19.2093727123,77.0,90.515192095
Chartiers City,21,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Chateau,22,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Crafton Heights,23,53.0,54.24942396,18.0,31.2409987036,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,18.0,31.2409987036,0.0,20.0,35.0,31.0966236109
Crawford-Roberts,24,118.0,86.4002314812,56.0,53.9351462406,6.0,14.8660687473,0.0,14.1421356237,24.0,37.3630833845,0.0,14.1421356237,5.0,12.8062484749,6.0,14.8660687473,0.0,14.1421356237,6.0,14.1421356237,0.0,14.1421356237,5.0,14.1421356237,0.0,14.1421356237,4.0,12.2065556157,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,62.0,56.462376854
Duquesne Heights,25,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237
East Allegheny,26,34.0,30.8706980809,10.0,18.8679622641,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,10.0,18.8679622641,0.0,14.1421356237,24.0,26.4196896272
East Carnegie,27,3,34,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,3,34
East Hills,28,10.0,21.3541565041,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,10.0,21.3541565041
East Liberty,29,150.0,115.646011604,31.0,42.6614580155,9.0,29.9332590942,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,22.0,41.521078984,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,119.0,84.5458455513
Elliott,30,56.0,63.945289115,56.0,63.945289115,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,14.0,25.3179778023,0.0,17.3205080757,12.0,23.6854385647,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,30.0,32.9545141066,0.0,17.3205080757,0.0,17.3205080757
Esplen,31,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Fairywood,32,33,47,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,33,47
Fineview,33,38.0,47.0744091838,5.0,12.2065556157,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,5.0,12.2065556157,0.0,14.1421356237,0.0,14.1421356237,33.0,46.0977222865
Friendship,34,106.0,100.439036236,51.0,61.0327780787,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,10.0,18.8679622641,41.0,58.8557558782,55.0,79.6303962065
Garfield,35,82.0,47.5709995691,34.0,30.7733651069,10.0,23.8537208837,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,13.0,26.2488094968,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,11.0,26.2488094968,0.0,22.360679775,48.0,36.9459064038
Glen Hazel,36,19,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,19,14
Greenfield,37,563.0,271.263709331,220.0,142.611359997,49.0,50.1697119784,0.0,29.9999999999,9.0,31.1287648325,0.0,29.9999999999,0.0,29.9999999999,10.0,32.0156211872,0.0,29.9999999999,9.0,31.1287648325,10.0,32.0156211872,0.0,29.9999999999,33.0,60.9590026165,15.0,36.4554522671,0.0,29.9999999999,0.0,29.9999999999,85.0,72.9657453878,0.0,29.9999999999,343.0,175.125669162
Hays,38,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Hazelwood,39,107.0,102.323017939,43.0,60.3738353925,0.0,26.4575131106,4.0,26.4575131106,0.0,26.4575131106,19.0,37.2021504755,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,4.0,26.8514431641,0.0,26.4575131106,16.0,34.292856399,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,64.0,55.982140009
Highland Park,40,247.0,140.096395385,61.0,59.4306318324,18.0,33.4962684489,0.0,28.2842712474,16.0,38.5227205685,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,7.0,28.6530975637,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,0.0,28.2842712474,6.0,28.6530975637,14.0,33.7786915081,186.0,113.490087673
Homewood North,41,18.0,28.6356421267,3.0,20.8806130178,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,3.0,20.8806130178,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,15.0,29.7321374947
Homewood South,42,32.0,48.7031826476,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,32.0,48.7031826476
Homewood West,43,10.0,14.5602197786,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,10.0,14.5602197786
Knoxville,44,103.0,91.3400240858,53.0,55.3263047745,43.0,48.2700735446,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,10.0,28.0891438104,0.0,24.4948974278,50.0,59.3380147966
Larimer,45,13.0,26.4575131106,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,13.0,26.4575131106
Lincoln Place,46,57.0,51.6333225737,9.0,23.8537208838,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,9.0,23.8537208838,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,48.0,42.1663372846
Lincoln-Lemington-Belmar,47,130.0,99.5640497368,85.0,91.1098238392,18.0,32.8024389337,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,23.0,38.2230297072,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,5.0,24.9198715888,0.0,24.4948974278,39.0,43.4741302386,0.0,24.4948974278,45.0,46.3141447076
Lower Lawrenceville,48,152.0,124.779806059,29.0,35.4400902933,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,8.0,16.4012194669,10.0,17.2046505341,11.0,20.591260282,0.0,14.1421356237,123.0,104.139329746
Manchester,49,38.0,29.6816441593,10.0,18.8679622641,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,10.0,18.8679622641,28.0,25.6124969497
Marshall-Shadeland,50,221.0,120.639960212,41.0,37.2827037646,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,10.0,25.0,10.0,25.0,0.0,22.360679775,0.0,22.360679775,5.0,22.360679775,0.0,22.360679775,0.0,22.360679775,11.0,22.7596133534,0.0,22.360679775,5.0,21.5406592286,180.0,109.430343141
Middle Hill,51,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757
Morningside,52,119.0,98.315817649,39.0,60.5309838016,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,14.0,27.2213151776,0.0,20.0,0.0,20.0,14.0,27.2213151776,0.0,20.0,11.0,23.5796522451,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,80.0,66.3400331625
Mount Oliver Borough,53,59.0,85.5219270129,12.0,26.4575131106,0.0,20.0,0.0,20.0,0.0,20.0,12.0,26.4575131106,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,47.0,66.2872536768
Mount Washington,54,297.0,177.152476697,100.0,69.3181073025,9.0,32.0156211871,5.0,29.1376045687,0.0,29.9999999999,4.0,29.1376045687,0.0,29.9999999999,0.0,29.9999999999,31.0,56.5773806392,0.0,29.9999999999,0.0,29.9999999999,2.0,28.7228132327,0.0,29.9999999999,0.0,29.9999999999,20.0,38.4187454246,3.0,29.3938769133,5.0,29.3938769133,21.0,41.9642705167,197.0,123.20714265
Mt. Oliver,55,13,16,3,6,3,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,10,14
New Homestead,56,11,17,11,17,0,10,0,10,11,17,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
North Oakland,57,327.0,138.974817863,230.0,104.048065816,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,18.0,27.4954541697,21.0,28.7054001888,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,11.0,28.7054001889,147.0,82.6680107418,33.0,39.8622628559,97.0,68.1542368455
North Shore,58,7.0,14.8660687473,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,7.0,14.8660687473
Northview Heights,59,36,41,10,15,0,10,0,10,0,10,5,7,0,10,0,10,0,10,0,10,5,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,26,31
Oakwood,60,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Overbrook,61,73.0,47.8434948557,24.0,29.5803989155,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,5.0,21.9317121995,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,0.0,22.360679775,5.0,21.5406592285,1.0,20.2237484161,3.0,20.6155281281,0.0,22.360679775,10.0,20.8806130178,0.0,22.360679775,49.0,38.3405790254
Perry North,62,163.0,109.772492,42.0,41.0,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,7.0,24.9198715887,30.0,40.4103947023,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,5.0,24.1039415864,0.0,24.4948974278,0.0,24.4948974278,121.0,86.2206471792
Perry South,63,21.0,29.6984848098,15.0,29.3428015022,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,4.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,11.0,27.4954541697,6.0,24.9198715887
Point Breeze,64,86.0,48.764741361,26.0,30.5941170816,0.0,26.4575131106,0.0,26.4575131106,5.0,25.4754784057,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,4.0,25.4754784057,0.0,26.4575131106,0.0,26.4575131106,4.0,25.2190404259,0.0,26.4575131106,4.0,25.2190404259,0.0,26.4575131106,9.0,27.7308492477,60.0,38.8200978875
Point Breeze North,65,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757
Polish Hill,66,52.0,41.2310562562,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,52.0,41.2310562562
Regent Square,67,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Ridgemont,68,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Shadyside,69,358.0,123.166553902,225.0,108.328205007,8.0,39.0512483795,0.0,37.4165738677,11.0,40.2988833593,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,23.0,41.4004830889,183.0,104.876117396,133.0,66.2646210283
